tipoAss;tipoDeContrato;codigoDaPessoa;codigoTipoAssinatura;dataDeValidadeInicial;dataDevalidadeFinal;qtdJornaisContrato;numeroDeExemplares;numeroDeExemplaresEntregues;numeroDeExemplaresPagos;valorTotal;valorDoDescontoConcedido;quantidadeDeParcelasDoContrato;precoMedioB30;valorTipoDaAssinatura;codigoDoPlanoDePagamento;descricaoDoProdutoServico;descricaoTipoDeAssinatura;quantidadeDeDias;quantidadeDeExemplares;descricaoDoPlanoDePagamento;nomeDoMunicipio;mesRenovou;mesRenovara;precoFaixa;modalidade;cidadeEntrega;idRenovacaoAutomatica;latitude;longitude;codigoDoMunicipio;codigoDoSetorDeEntrega;nomeDoBairro;sexo;Tipo;Idade;Tempo;Status;codigoDaPessoa
Impressa;R;22546;5;04/04/2023 00:00;02/04/2024 00:00;1;261;261;256;1032;0;8;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20.8134949;-49.3858521;9659;23;Centro;F;F;75;26;1;1318
Combo;R;38164;11;04/04/2023 00:00;02/04/2024 00:00;1;156;161;145;20;0;12;1,666666667;780;233;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;Mirassol;2023/03;2024/04;13 Menos de R$ 45;Anual;Mirassol;FALSO;-22.4136182;-47.5815527;9366;334;AEROPORTO;M;F;58;22;1;1352
Impressa;R;60431;5;04/04/2023 00:00;02/04/2024 00:00;1;261;260;260;1032;0;10;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;22;QUINTA DO GOLFE;M;F;76;25;1;1355
Impressa;R;5546;5;04/04/2023 00:00;02/04/2024 00:00;1;261;261;252;1128;0;12;94;1251,75;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Uchoa;2023/03;2024/04;03 de R$ 90 a R$ 94.99;Anual;Uchoa;VERDADEIRO;;;9758;387;PROGRESSO;M;F;114;26;1;1376
Impressa;R;21994;5;05/04/2023 00:00;03/04/2024 00:00;1;261;259;207;1032;0;11;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,820572;-49,383479;9659;23;Centro;M;F;58;22;1;1381
Impressa;R;63759;5;05/04/2023 00:00;03/04/2024 00:00;1;261;260;261;1032;0;1;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,833011;-49,383758;9659;43;Parque Estoril;M;F;85;25;1;1390
Impressa;R;32956;5;05/04/2023 00:00;03/04/2024 00:00;1;261;260;252;720;312;12;60;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;09 de R$ 60 a R$ 64.99;Anual;São José do Rio Preto;VERDADEIRO;-20,793797;-49,385533;9659;53;Vila Esplanada;M;F;58;26;1;1395
Impressa;R;45187;5;05/04/2023 00:00;03/04/2024 00:00;1;261;259;260;1032;0;10;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,822205;-49,408744;9659;53;Jardim Maria Cândida;M;F;58;26;1;1395
Impressa;I;168690;5;05/04/2023 00:00;03/04/2024 00:00;1;261;259;252;958,8;73,2;12;79,9;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;06 de R$ 75 a R$ 79.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;63;Solo Sagrado I;F;F;67;26;1;1445
Impressa;R;70023;5;05/04/2023 00:00;03/04/2024 00:00;1;261;259;187;1032;0;12;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,833052;-49,385878;9659;43;Cidade Nova;M;F;54;24;1;1486
Impressa;R;100800;5;05/04/2023 00:00;03/04/2024 00:00;1;261;260;160;1128;0;12;94;1251,75;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;São José do Rio Preto;2023/03;2024/04;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;;;9659;51;Jardim São Paulo;M;F;56;25;1;1493
Impressa;R;87473;5;05/04/2023 00:00;03/04/2024 00:00;1;261;260;256;1032;0;8;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,790813;-49,366969;9659;51;Vila Ipiranga;M;F;60;26;1;1544
Impressa;R;182290;5;05/04/2023 00:00;03/04/2024 00:00;1;261;260;252;720;312;12;60;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/02;2024/04;09 de R$ 60 a R$ 64.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;23;Parque Industrial;M;F;60;26;1;1544
Impressa;R;17946;5;05/04/2023 00:00;03/04/2024 00:00;1;261;260;231;1032;0;12;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;FALSO;-20,782116;-49,365746;9659;51;Jardim do Bosque;M;F;60;26;1;1544
Impressa;R;65647;5;05/04/2023 00:00;03/04/2024 00:00;1;261;260;214;1032;0;1;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;63;Conjunto Habitacional Costa do Sol;F;F;64;24;1;1549
Impressa;R;6330;5;05/04/2023 00:00;03/04/2024 00:00;1;261;260;252;804;228;12;67;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;08 de R$ 65 a R$ 69.99;Anual;São José do Rio Preto;VERDADEIRO;-20,800263;-49,381464;9659;53;Vila Zilda;F;F;64;24;1;1549
Impressa;R;69948;5;05/04/2023 00:00;03/04/2024 00:00;1;261;260;253;1032;0;11;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,812683;-49,347257;9659;55;Parque Residencial Damha;M;F;54;19;1;1552
Impressa;R;48321;5;05/04/2023 00:00;03/04/2024 00:00;1;261;260;260;1032;0;10;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;Engenheiro Schmitt;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;Engenheiro Schmitt;VERDADEIRO;-20,865753;-49,31024;9120;55;Centro;M;F;56;23;1;1590
Impressa;R;152151;5;05/04/2023 00:00;03/04/2024 00:00;1;261;260;252;1032;0;12;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;Mirassol;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;Mirassol;FALSO;-20.8190511;-49.4997012;9366;334;Centro;M;F;63;23;1;1602
Impressa;R;161228;5;05/04/2023 00:00;05/04/2024 00:00;1;261;259;260;1128;0;10;94;1251,75;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Tanabi;2023/03;2024/04;03 de R$ 90 a R$ 94.99;Anual;Tanabi;VERDADEIRO;-20.6239398;-49.6455756;9715;386;A DEFINIR;M;F;79;25;1;1616
Impressa;R;64326;5;05/04/2023 00:00;03/04/2024 00:00;1;261;260;260;1128;0;10;94;1251,75;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Fernandópolis;2023/03;2024/04;03 de R$ 90 a R$ 94.99;Anual;Fernandópolis;VERDADEIRO;-20.2820300;-50.2467416;9136;305;A DEFINIR;M;F;56;23;1;1688
Digital;R;125091;10;05/04/2023 00:00;03/04/2024 00:00;1;261;263;261;202,8;0;1;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/03;2024/04;13 Menos de R$ 45;Anual;São José do Rio Preto;FALSO;-20.8093755;-49.3542694;9659;55;Parque Residencial Damha;M;F;88;24;1;1689
Impressa;R;11153;5;05/04/2023 00:00;05/04/2024 00:00;1;261;259;260;1032;0;10;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;55;Residencial Marcia;M;F;53;25;1;1695
Impressa;R;20258;5;05/04/2023 00:00;19/04/2024 00:00;1;261;252;252;1032;0;12;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;Tanabi;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;Tanabi;FALSO;-20.6314655;-49.6493550;9715;386;A DEFINIR;M;F;82;23;1;1713
Impressa;I;182889;5;06/04/2023 00:00;05/04/2024 00:00;1;261;259;215;958,8;73,2;12;79,9;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/04;06 de R$ 75 a R$ 79.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;51;Vila Anchieta;M;F;63;23;1;1724
Impressa;R;102259;5;06/04/2023 00:00;05/04/2024 00:00;1;261;258;253;1032;0;11;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,847286;-49,383818;9659;43;São Francisco;M;F;53;16;1;1740
Impressa;R;165101;5;06/04/2023 00:00;05/04/2024 00:00;1;261;259;252;828;204;12;69;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;08 de R$ 65 a R$ 69.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;23;Jardim dos Seixas;M;F;53;16;1;1740
Impressa;R;42265;5;06/04/2023 00:00;05/04/2024 00:00;1;261;258;258;1032;0;6;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,822024;-49,385721;9659;23;Vila Redentora;M;F;61;27;1;1798
Digital;R;45759;10;06/04/2023 00:00;05/04/2024 00:00;1;261;261;253;202,8;0;11;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/03;2024/04;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;53;Parque Industrial;M;F;58;19;1;1808
Impressa;R;171877;5;06/04/2023 00:00;09/04/2024 00:00;1;261;257;180;1032;0;12;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;FALSO;;;9659;53;Jardim Maria Cândida;M;F;52;23;1;1847
Impressa;I;34137;5;06/04/2023 00:00;05/04/2024 00:00;1;261;259;252;958,8;169,2;12;79,9;1251,75;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;São José do Rio Preto;2023/04;2024/04;06 de R$ 75 a R$ 79.99;Anual;São José do Rio Preto;VERDADEIRO;-20,846263;-49,39493;9659;22;Jardim Vivendas;M;F;53;23;1;1852
Combo;R;34336;11;06/04/2023 00:00;08/04/2024 00:00;1;156;156;156;20;0;1;1,666666667;780;233;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2023/03;2024/04;13 Menos de R$ 45;Anual;São José do Rio Preto;FALSO;;;9659;22;Jardim Vivendas;M;F;74;26;1;1925
Impressa;R;64751;5;06/04/2023 00:00;05/04/2024 00:00;1;261;257;261;1032;0;1;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;FALSO;-20,807164;-49,396124;9659;53;Parque Industrial;M;F;56;22;1;1942
Digital;I;182887;10;06/04/2023 00:00;05/04/2024 00:00;1;261;260;258;154,8;48;6;12,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/04;2024/04;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;23;Centro;M;F;54;26;1;1956
Impressa;R;20332;5;06/04/2023 00:00;05/04/2024 00:00;1;261;259;260;1032;0;10;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,812683;-49,347257;9659;55;Parque Residencial Damha;F;F;60;16;1;1978
Digital;R;151991;10;06/04/2023 00:00;05/04/2024 00:00;1;261;262;260;202,8;0;3;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/03;2024/04;13 Menos de R$ 45;Anual;São José do Rio Preto;FALSO;-20.7810844;-49.3425465;9659;55;Parque Belvedere;F;F;58;21;1;1999
Impressa;R;8614;5;06/04/2023 00:00;05/04/2024 00:00;1;261;259;231;1128;0;12;94;1251,75;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Nova Granada;2023/03;2024/04;03 de R$ 90 a R$ 94.99;Anual;Nova Granada;VERDADEIRO;-20.5355337;-49.3225773;9410;345;Centro;F;F;58;21;1;1999
Digital;R;33076;10;06/04/2023 00:00;05/04/2024 00:00;1;261;262;231;202,8;0;12;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/03;2024/04;13 Menos de R$ 45;Anual;Engenheiro Schmitt;VERDADEIRO;-20,887027;-49,31198;9659;2;A DEFINIR;F;F;62;26;1;2008
Impressa;R;42270;5;08/04/2023 00:00;06/04/2024 00:00;1;261;257;206;1032;0;2;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;11;Centro;M;F;58;25;1;2037
Impressa;R;28637;5;08/04/2023 00:00;06/04/2024 00:00;1;261;257;260;1032;0;10;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20.8537906;-49.4074586;9659;22;Jardim Moysés Miguel Haddad;M;F;83;24;1;2044
Impressa;R;74788;5;08/04/2023 00:00;06/04/2024 00:00;1;261;257;256;1032;0;8;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,826259;-49,363166;9659;11;Parque Residencial Comendador Mancor Daud;M;F;83;24;1;2044
Combo;R;54729;12;08/04/2023 00:00;05/04/2024 00:00;1;104;104;88;484;156;12;40,33333333;468;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/03;2024/04;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,7711278023718;-49,3903146635781;9659;63;Parque Residencial Dom Lafaiete Libânio;M;F;52;24;1;2099
Impressa;R;13445;5;08/04/2023 00:00;06/04/2024 00:00;1;261;258;260;1032;0;10;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,792748;-49,364929;9659;51;Vila Maceno;M;F;52;24;1;2099
Digital;I;104477;10;08/04/2023 00:00;06/04/2024 00:00;1;261;260;252;202,8;0;12;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/03;2024/04;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20.8135734;-49.3845091;9659;23;Centro;F;F;68;25;1;2105
Impressa;R;38859;5;08/04/2023 00:00;06/04/2024 00:00;1;261;258;260;1032;0;10;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,79736;-49,373776;9659;51;Vila Anchieta;M;F;54;22;1;2125
Impressa;R;61487;5;08/04/2023 00:00;07/05/2024 00:00;1;261;239;252;792;240;12;66;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/05;08 de R$ 65 a R$ 69.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;53;Vila Boa Esperança;M;F;55;18;1;2145
Impressa;R;127858;5;08/04/2023 00:00;06/04/2024 00:00;1;261;258;216;1032;0;12;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;FALSO;-20,815582;-49,381765;9659;23;Parque Industrial;M;F;65;18;1;2156
Impressa;R;17594;5;08/04/2023 00:00;06/04/2024 00:00;1;261;258;210;1032;0;3;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,784595;-49,35703;9659;51;Vila Maceno;M;F;55;25;1;2164
Combo;R;177962;12;08/04/2023 00:00;05/04/2024 00:00;1;104;104;96;484;156;12;40,33333333;468;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/03;2024/04;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;22;Jardim Tarraf II;F;F;68;22;1;2212
Combo;R;24562;12;08/04/2023 00:00;05/04/2024 00:00;1;104;104;88;484;156;12;40,33333333;468;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/03;2024/04;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,80161;-49,362752;9659;51;Vila Ideal;M;F;66;25;1;2245
Impressa;R;153090;5;08/04/2023 00:00;06/04/2024 00:00;1;261;257;171;1032;0;12;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;FALSO;-20.8075799;-49.3943653;9659;53;Parque Industrial;M;F;69;23;1;2280
Impressa;R;139921;5;08/04/2023 00:00;06/04/2024 00:00;1;261;258;180;1032;0;12;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;FALSO;-20.8007706;-49.3940416;9659;53;Vila Boa Esperança;M;F;69;23;1;2280
Digital;I;171874;10;08/04/2023 00:00;06/04/2024 00:00;1;261;262;252;202,8;0;12;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;Mendonça;2023/03;2024/04;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9356;334;Distrito Industrial;M;F;51;20;1;2295
Impressa;R;68856;5;08/04/2023 00:00;06/04/2024 00:00;1;261;258;231;1032;0;12;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20.8126181;-49.3404534;9659;55;Residencial Marcia;F;F;77;25;1;2297
Combo;I;41136;12;08/04/2023 00:00;05/04/2024 00:00;1;104;104;96;458,8;181,2;12;38,23333333;468;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/04;2024/04;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,793428;-49,371687;9659;51;Vila Anchieta;M;F;56;23;1;2307
Impressa;R;10529;5;08/04/2023 00:00;06/04/2024 00:00;1;261;258;165;1032;0;12;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;FALSO;-20,888919;-49,434197;9659;283;Loteamento San Fernando Valley;M;F;69;25;1;2374
Impressa;R;64295;5;08/04/2023 00:00;06/04/2024 00:00;1;261;258;261;1128;0;1;94;1251,75;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Mirassol;2023/03;2024/04;03 de R$ 90 a R$ 94.99;Anual;Mirassol;FALSO;;;9366;334;A DEFINIR;M;F;69;25;1;2374
Combo;I;182885;12;08/04/2023 00:00;05/04/2024 00:00;1;104;104;88;578,8;121,2;12;48,23333333;468;238;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 REG-CBO-ANU (SA|DO) - IMP;NEVES PAULISTA;2023/04;2024/04;12 de R$ 45 a R$ 49.99;Anual;NEVES PAULISTA;VERDADEIRO;;;9397;341;A DEFINIR;M;F;82;25;1;2383
Impressa;R;23879;5;08/04/2023 00:00;06/04/2024 00:00;1;261;258;260;1032;0;10;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,791845;-49,373798;9659;51;Vila Anchieta;M;F;58;29;1;2421
Impressa;R;30236;5;08/04/2023 00:00;06/04/2024 00:00;1;261;258;260;1128;0;10;94;1251,75;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Potirendaba;2023/03;2024/04;03 de R$ 90 a R$ 94.99;Anual;Potirendaba;VERDADEIRO;-21.0418288;-49.3675230;9522;367;A DEFINIR;M;F;56;25;1;2439
Combo;R;127933;12;08/04/2023 00:00;06/04/2024 00:00;1;104;104;68;640;0;12;53,33333333;468;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;Mirassol;2023/03;2024/04;11 de R$ 50 a R$ 54.99;Anual;Mirassol;FALSO;-23.6240945;-46.7696201;9366;334;A DEFINIR;M;F;56;26;1;2464
Combo;R;9536;12;08/04/2023 00:00;06/04/2024 00:00;1;104;104;104;640;0;1;53,33333333;468;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/03;2024/04;11 de R$ 50 a R$ 54.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;22;QUINTA DO GOLFE;M;F;54;23;1;2470
Impressa;R;2008;5;08/04/2023 00:00;06/04/2024 00:00;1;261;258;252;792;240;12;66;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;Bady Bassitt;2023/03;2024/04;08 de R$ 65 a R$ 69.99;Anual;Bady Bassitt;VERDADEIRO;-20.9182307;-49.4463907;8937;283;A DEFINIR;M;F;54;23;1;2470
Impressa;R;33752;5;08/04/2023 00:00;19/04/2024 00:00;1;261;249;261;1032;0;1;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;Riolândia;FALSO;;;9659;371;Centro;M;F;52;16;1;2471
Impressa;R;25835;5;09/04/2023 00:00;08/04/2024 00:00;1;261;257;256;1032;0;8;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,834844;-49,382161;9659;43;Parque Estoril;M;F;56;16;1;2476
Combo;R;43554;12;09/04/2023 00:00;06/04/2024 00:00;1;104;103;88;640;0;12;53,33333333;468;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2022/11;2024/04;11 de R$ 50 a R$ 54.99;Anual;São José do Rio Preto;FALSO;-20,816522;-49,387645;9659;23;Centro;M;F;98;26;1;2585
Impressa;R;162888;5;09/04/2023 00:00;08/04/2024 00:00;1;261;256;236;1032;0;1;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;FALSO;-20.8199371;-49.3840099;9659;23;Vila Redentora;M;F;90;26;1;2586
Impressa;R;182298;5;09/04/2023 00:00;08/04/2024 00:00;1;261;257;252;720;312;12;60;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;09 de R$ 60 a R$ 64.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;63;Eldorado;M;F;90;26;1;2586
Impressa;R;38679;5;09/04/2023 00:00;10/04/2024 00:00;1;261;255;240;1032;0;1;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,823276;-49,408516;9659;53;Vila Curti;M;F;98;20;1;2588
Impressa;R;9450;5;09/04/2023 00:00;24/04/2024 00:00;1;261;245;180;1032;0;12;86;1251,75;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/03;2024/04;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;FALSO;;;9659;11;Vila Ercília;M;F;62;16;1;2600
